feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,target
1.579566198636698,1.233138863847138,0.6418925077847364,0.4779881634492831,-1.623838935349068,1.8513151243387398,-2.821977425457571,-1.9904746133308295,2.529668031566594,-1.0414739431868454,-2.7651285217450843,-0.04454410761259964,-4.140677840851204,0.36187195166229946,-3.621753586669602,1.1626120625418328,1.6977292745958912,2.855970859501477,0.8010633638448539,-2.6023979868867095,2
-0.6779718588414225,0.5267052319869197,-1.7448519741941468,-2.584535238579873,-4.192208390131887,-4.487725471706946,-2.7047985673581505,1.058228280988799,2.139604030909526,-0.33141198567720664,-5.09962229277826,-8.034321571962309,1.7489668323351895,-1.184265477547199,5.5189492850441315,1.1440979276900705,4.8749116182080225,-2.248837877714843,3.659330658631122,0.31695178159529835,0
-3.458541267804065,0.8667969894355922,2.641633725072724,-1.1266249903523096,3.7464190960362673,-1.539028958713971,-0.34996980274848966,0.2201018952053585,-2.0714533065156386,0.1829101542436018,-1.9575208990975048,-9.137734951319985,-2.2378211555210403,2.8126103285409316,2.002553382966386,-3.692495719100984,-0.879242526162616,-4.404202472237223,1.0106889599456168,3.684928535271908,0
3.829171267678788,4.492704078685177,0.5140598198211077,-2.3121735132073313,1.9243338153955094,7.666997454358432,-2.12745061115717,1.849767661494636,-5.612055682413941,0.9149835119685328,-1.0630510068895451,4.0592824925038515,9.075351278602856,-3.927243796557886,2.46495671773654,2.1361546785124403,-6.799444960992028,1.7658004413884205,-1.5790172324539693,3.0856282851390304,0
1.9900364959171193,1.6377503284105837,-0.7023592434092051,-0.22995482701516834,-2.85433026532633,-8.850132076933962,-0.17694834376530566,-2.620747347439988,1.9558283342371792,-1.0421959642994783,-0.7605284218598178,-3.4227279704898517,0.04984669014255861,-0.03386699954260597,4.114906910568439,-1.0854350978928196,1.1500348236969826,-0.14709913508544226,1.9684220181563519,2.1312751500778173,2
0.07244076200328786,0.5619952311342657,-0.3067546293217833,-0.659112831029766,-3.328369914938951,1.7667188721765767,-4.354200242179759,2.143511233052209,-8.186338404690078,-4.537938885222562,-3.9354831559818106,-6.353379389853141,-8.4028573125631,-0.013860837377051904,-3.5477640439497535,-3.3973876230911113,10.251114178092244,-0.5822234867109422,0.6553804037073566,0.18580325036682876,2
-0.8635603255736936,-4.360708472597091,1.811533746545455,-0.8219868498790801,2.185224594039493,-0.5875770813657798,0.42083548898002343,2.6735387144188483,-5.632271812491767,0.33406009343931353,-1.5113870374262346,-4.171596191443178,-2.391339424279245,-0.036030954809103566,0.9543167566468778,-3.5965365548240915,-0.26857897338640274,-0.5099211378043426,-2.403112599912705,1.6303726406424515,1
-2.05603452072251,-1.0194229830032362,-0.48951724468054936,-0.7108964893693746,0.2801661734163611,0.27832027151019145,2.885410288267013,3.7603177491301465,-0.6230424096441664,0.7489789668359872,-3.2751166992142506,-0.5680279576552342,-0.4290111228579656,-1.1764708532035102,2.6422325988681745,0.028625799110448602,-0.1807856325285775,0.22407926306774484,-0.017339727744063005,0.9953544921818398,0
0.12379071898969451,0.09372298806704915,0.8755458603889994,-1.4557480841966797,-1.3600867284832998,-6.2411384384993305,2.782414907089141,0.6513917706356528,9.382932211281766,0.6708815721431013,-0.271880432117118,-5.373756913019046,-13.875556564534811,3.10256567925538,2.644850988418357,-1.335971616669359,1.4350278229399474,1.4676425280312237,4.140151647290148,-7.3667410048287705,1
-0.26900012160542563,0.5326520993233891,-1.8505630282299723,-0.41017917556535166,-2.027440510021985,-9.742527636660604,-4.726346488335931,-4.898173337012113,8.30686952680664,5.184259328717451,-1.5096921194798085,-2.6909696435322545,6.4806635007204365,5.776705361434828,-2.113755329618228,2.736564517585036,-11.928137160330662,5.77314923163066,-4.356670664701338,-0.234315607146367,2
